UID,growth_stage,label_quality
2Z3LfO9N,1,1
gPExBZdl,1,1
wQB7eoJC,4,2
cCyd4QpB,7,1
Hb5N3nCh,5,1
SOcJbRo3,3,2
JMwYfkOr,4,2
yKVbh5Q8,4,2
RcfquOyg,7,1
a4cGuS8p,1,1
u9wDt8sL,5,1
kZjvyduo,1,1
cZSs9uOz,4,2
6IfRTvJs,1,1
DqIJAY6P,1,1
6a8YA3mj,1,1
vUI8WHa9,2,1
S5DvrFEI,4,2
qknbIAmR,5,2
eLYzG3rN,1,1
SYNsP5nG,4,2
43fwNPXY,4,2
wDjdXWBA,5,1
ImXkG8PK,7,2
fOliybnj,1,1
FgjeAGDk,7,1
lbF6eQGr,7,1
53I8ke6q,1,1
0IvDoxlW,1,1
To4pnlfI,7,1
Iby9VHaf,1,1
FItSndqz,1,1
o0vyENmW,4,2
Iw6epYS3,4,2
nKdQBqkw,2,1
R1gH9oN6,7,1
6NxQ1UuT,7,1
LNg4GSfZ,7,1
npP8axTs,1,1
AcyCSPQG,1,1
1IoJcWVR,2,1
taTv8foV,2,1
87EX3j4G,1,1
Oc4zmbXe,2,1
5IcTDkG0,4,1
wSzZ4mOd,5,1
bWiCu6ma,4,2
CkwjhVDn,1,1
Ffn9yIlD,2,2
cCp3Q69v,2,1
0fLeMFiW,1,1
cL4hnzCr,7,1
OLsoF3H2,7,2
gbxoA1yG,5,1
NFM9u0yt,1,1
NHLTFy4W,5,1
DEuyrZ5i,1,1
NRhoD5in,4,2
YnOTsfyI,4,1
3buV6n2H,7,2
vgmJOnV3,7,1
jxDCNoPa,7,2
HB7RbV1n,7,2
zWXZw5nN,4,2
9Wry4fJv,7,1
lqx645NI,1,1
OMCg9Khj,5,1
2BtzjdfG,6,1
JOaV1kBw,7,1
HVsXJUWS,1,1
EHF5G9ma,1,1
wiERaem9,2,1
e2hvDabB,3,2
hS7PGzB4,7,2
r7nMwIoq,1,1
anqbc6L9,7,1
HEFgJALu,1,1
LFedzIn1,4,2
O4yWuHEY,7,1
mqgEPzsF,1,1
IZaDNR41,1,1
oLMAIHQG,6,1
X97LrDzc,1,1
s8c0elzi,7,1
2UEf3YFA,5,1
JKayObf7,7,1
oSz8AjJL,3,2
zsOlqf5N,1,1
jlqpvN7z,6,1
qUK65731,2,2
5xO16GiU,1,1
p0cow8eZ,1,1
6ZJDO1jf,1,1
94gqwasT,1,1
CyhsQU3l,5,2
ckI0NerP,4,1
AaPqZbxU,5,1
EmGvNy1e,5,1
Sx0EdnrT,1,1
ilMTX8UP,2,1
vZculNtM,4,1
q1tT8xSe,5,2
Fs10RN3T,1,1
CUbXlGfs,3,2
hNbtmsdA,6,1
T2JoIOhp,4,1
xVOsCba8,7,1
sYfB8vPV,1,1
ZB73QIxO,6,1
28xFK1rI,1,1
Q0LWOJj1,7,1
vAwW4teo,5,1
Iar1dAuC,4,2
JWhvlQNf,1,1
TVApWefL,4,1
zr3FoC9L,5,1
iGteAfzq,2,1
z0rlDHiV,7,1
dmfGRM6N,6,1
hFJnGCOY,3,2
EujbsNAh,2,2
1QGlXILp,6,1
LVdeKlhF,5,1
5FdfYDa3,7,1
krwNei0Q,5,1
nRYaNF6D,6,1
34Hb6Q7a,1,1
oJdRSl0K,4,2
vUoXJWAR,5,2
mQt48Vuo,6,1
ghJEc8tr,5,1
oS98COWT,5,1
BGjafUHs,1,1
IGhc17V4,7,1
dqaNs2VR,1,1
MQBrE8DL,5,1
JPRhTGoB,1,1
1Sj3M6TE,1,1
MXkuNR8D,1,1
T6O9lcJ3,2,2
t7EM6QS4,1,1
xavUWM4H,1,1
9Cwb8HFK,1,1
q6vgVJhr,1,1
dHE7sRP8,1,1
KsTM6feV,3,2
cUwO0aR2,7,1
sHzt0AOd,5,1
CA5rE6MS,5,1
iM8OY71m,3,2
of1kWvQP,4,2
ai73nNJ5,5,1
AKxk69yf,5,2
87mQdTBF,4,2
s6fVkE2t,1,1
OwGH4jQv,1,1
Toa5wCNn,7,1
mrUuLoKF,7,2
DpxXReYf,2,1
N5tOvbEX,1,1
FhYbwvJe,3,2
tFIUXYcV,2,2
2c1uXbf5,1,1
mksXpzfK,3,2
I7QiaROj,7,1
yLi1AXGH,5,1
u1U9Bez4,4,2
AzxwKvpV,1,1
XrzPylp4,4,1
ICHXhZFc,5,2
RsQuflEV,6,1
VIzdxtlv,1,1
w8E3CoXx,4,2
0FUPzS45,7,1
X6v8ayQm,7,1
ymNfTEMP,1,1
oq93vBLm,7,1
1KVlES6q,7,2
17FH5R3U,6,1
iuW07MaF,7,1
5LEUH0FG,6,1
wXN1kvdA,2,2
dhuaALxU,4,2
Xawj1Mlf,6,1
ENsdMgY4,1,1
Ki1krdyp,2,1
RZ8UBPpr,7,1
9RQSU1r7,1,1
iTzyN6l2,4,2
EeKfZzb3,2,1
i1TrO6FL,7,2
kLg6KouH,7,1
LcjpxvXV,6,1
WrHGnqwm,2,1
9PsiOpjV,5,1
gnakfGjT,1,1
MBHmbS0w,2,1
NbAxr2e4,4,2
o7lyAncT,1,1
Go4b7tuC,7,1
EiJpHBNK,7,1
bSXnfmlw,6,1
AhPnDwFZ,7,1
mE1P4BlJ,1,1
7hVADzcu,7,1
8qefyCz2,5,2
neRiNOMP,1,1
HMS4G9Wu,7,1
rDBhaQZb,7,2
X2f6p09q,6,1
wZcyFdX2,7,1
sEdTSGw0,5,1
Suov49Ok,6,1
MkQElZSJ,7,1
eqfOBsy2,4,1
9OiHyXFV,2,1
HjcvgN1B,5,1
IM8CDbvp,7,1
D0HBxjrY,1,1
mJUQ03Xf,1,1
aiWMnplT,3,2
Pj39fHeq,6,1
hzKFejwr,3,2
dVcsFMn6,1,1
Lyl6mEeN,1,1
ye8uDU43,1,1
cDQx12L9,7,1
AzMyihIQ,4,1
iCtdqcJW,1,1
uVZCUvEm,1,1
6ZrRgY7c,2,2
y8lpvUPO,2,1
3uOCJ2MD,1,1
86d5rVEF,6,1
U78VMPCZ,1,1
6jywBQp1,4,2
IEnW386c,7,1
reUgixYm,2,1
cnyXpUvH,7,1
2MYcGHod,1,1
ty3QRnZc,7,2
5yeYSABi,7,1
kVJofYHS,7,1
pHxiySzc,7,1
itBSKCbX,3,2
TCnD4JWO,1,1
5ydzrtJP,7,1
hv98tzPd,5,1
XbOB2PL3,7,2
DVqgP9tK,4,1
1PsaHXz0,4,2
lxhWSB4q,1,1
SVw4cRpz,7,1
fUpmthHL,2,1
re1laBq5,1,1
IipRa3yA,1,1
S9tewF8C,2,1
ToHzfwp9,2,1
5KwhBZv8,7,1
I3MtPdn5,4,1
yV1aMiob,1,1
rjo3qvVp,3,2
GAxHNMba,1,1
5WT0veNz,2,1
uBvFzD5S,3,2
kyXl19Gr,4,1
qv3f0HWZ,5,1
qEmYOXy1,1,1
dAgDejCK,4,2
YuNO3fyj,1,1
aJPvGVY8,5,1
z9DpZYKh,1,1
N3arj9w6,4,2
GSZK4h0v,1,1
th48FTy5,7,1
50T8hARb,7,1
Zsw2Aj5M,4,2
ZazhUEBu,4,2
DUh8jQd4,1,1
hLbOjxod,2,1
nYpzrtyi,5,1
Eg4tmdeo,2,1
1X0omDuG,2,1
8YMfEDG0,1,1
10Uxein9,1,1
DvMTqrdl,3,2
fei3v6Kn,1,1
GS3NxyBp,4,2
gymSb69o,2,1
0EXn7uHr,2,2
fhnGCM2o,4,1
kVtrN1fI,1,1
t1gG0sJH,7,1
qSJ47Z6k,2,1
Z9KXeSiv,7,1
iwfBk8rX,5,1
2wFW0oks,1,1
wz9DCisX,4,2
Mn1xBt4k,1,1
Lu2qDR8b,7,1
L87UToYq,4,1
kb5rP3nw,7,1
E2FHDNSP,1,1
HFyAioup,3,2
8MVTvD9W,2,1
klZRBdVK,1,1
RCisPe1j,1,1
9bxonKyq,2,1
tl9kZBr0,2,2
bGsUe0mv,7,1
hsTBQumz,7,1
rsVdfRQE,1,1
ZB42lGYH,2,2
EB0eX9GD,7,1
gwaiRefO,2,1
ahq7jyDf,7,2
9ZSnPmBO,7,1
DMm5UsvE,1,1
4nXGYS5P,7,1
j5sZ1m2K,1,1
Z6tUNGcd,6,1
IsuDinkS,7,1
OBmrqQC0,1,1
BcLvWeqS,1,1
9AL1XqtP,3,2
cjJZP8AO,1,1
fg3KxwuH,7,1
dkIxmSXr,3,2
oH2yEqMZ,3,2
k3bwcE7u,7,1
oe8QwAk3,1,1
6pfTW1l9,7,1
Ajmy4Ldw,1,1
fYvBs8ze,1,1
4rlbP1Wx,1,1
pi6zoQ8U,7,2
C9hEmu18,1,1
ufZ0NmXn,1,1
UBkA2Je0,1,1
OGkp4jLq,5,1
ncFlNJIU,5,2
jNriyhSc,1,1
OGWjl8ho,2,1
nu7kNFlS,4,1
HOWewz7D,5,2
ybCQ0Yj7,2,1
QwjslK01,1,1
94haT7FN,4,2
UQtWCGTF,3,2
2NB7F9AH,2,2
HYGCpDLA,1,1
rAiq39yC,7,1
AXduZgJ5,3,2
2zx8iEoh,6,1
L37y6YQm,2,1
10nHKEsI,6,1
u6NZzCY4,6,1
XpvLiBq2,6,1
vxBCEaqm,4,2
y5RDCflh,7,2
VC9Ru1tr,1,1
n9CoPSmG,7,1
WgHUpdJ0,4,2
GZJ0XH9A,2,1
vF897x3W,1,1
hTevX2JC,4,2
s8VJWBqr,1,1
9J54Q1qN,1,1
6WhX0n8V,4,1
BlF1MSyf,7,1
PcAOWb8m,2,2
NucMLpZX,5,1
n3aepqHy,2,1
C3zKmLSh,2,2
Hsa1m8gu,7,1
w9pq8gbS,4,2
WionrJqb,2,1
XWTaBxLE,1,1
SZYeaUDn,2,2
v7cyw1To,1,1
LYtMSK4G,5,1
5ixJ4ktN,1,1
O4bmd1gx,1,1
HaNKsuhY,3,2
YcMnkGda,5,1
hlXsF1wt,5,1
NrzOMBJd,7,1
1VU9dyai,1,1
oK93EcAZ,7,1
c8F6sRAS,4,1
A0Xioj2V,5,1
BATqlN8Q,1,1
7khov2XK,5,1
iD89pmxr,5,2
nlxb5Y4X,1,1
hKwFb4QN,2,1
36GwnUYx,5,1
3Ry6zrm2,4,1
dqO0x4uA,1,1
TAoM59uY,1,1
EIQOCqPf,7,2
ovLdgH1F,3,2
k3TJMgxD,4,2
o7jFrbdA,1,1
CUMrb0FX,2,1
0cuVkRsM,1,1
WbYlft7L,4,2
lzWab0vO,7,1
9qJYh2Bv,5,1
QaFox9XL,2,1
QDTvypGV,3,2
pyK3uwGo,4,2
LWzhnMu5,1,1
JzTdFOUN,1,1
xN7PFv5b,5,1
XNEuqCxT,2,1
12fTpd5j,2,1
5hOKfLHw,1,1
TuBpR8fn,6,1
aylFTbhC,7,1
yhwpD3sz,4,2
F7XTMVKZ,1,1
0yFN5Kql,7,1
Y4GnxBzC,2,2
q5x0LSJi,1,1
1hmfSw0O,2,2
2qjDWpwx,2,2
7qCQLupf,7,1
dOHJNXMQ,7,1
P8Y0fGm1,7,1
8ANYjUFk,4,1
zGcHS4jC,5,2
QnkjpdK4,1,1
FIKfoWVE,2,1
3lGYaE1g,4,1
G02TuWbC,5,1
iMdobl96,3,2
cGXf9YIw,4,2
orNx9GqO,1,1
UhWdsmlp,3,2
uWpyRUPX,3,2
i6H24ru0,6,1
SatwUyLj,1,1
Y9QDdFE8,1,1
dZgP6310,1,1
GWhIvjAP,7,1
V2gHsND5,1,1
h2RlOsXk,1,1
W4etb1R2,3,2
wj8C5yuS,2,2
gmx28IBp,2,1
QvmrDn91,1,1
K4O3nUFq,1,1
9GLujrNF,1,1
MnqS7ZiG,2,1
cwTD8VUg,6,1
Qf5J4SZg,4,2
VfjpgMbe,3,2
sdaLBkFR,4,1
M5Cit1Zc,7,1
OpHhd3VF,1,1
UqL1hXIV,7,1
qTh12FUK,7,2
xnDTrStc,5,1
ZHInQT7z,4,2
M2mOGQP4,7,1
DtNTlnb0,5,1
I3GDlLOi,7,2
HJrpNUPi,2,2
HMZ9gLy7,7,1
4SZkN3tC,1,1
g8BiDH7k,4,2
5nGZX6Kl,5,1
57L3BItQ,1,1
0fyDGnWm,7,1
UodTpCis,1,1
CHXisGBt,4,1
bL7pStYc,7,1
537eaqGh,5,1
LdBw0OiM,1,1
IaN3tAJv,2,1
Z2xp3j6k,4,2
cjgqoaIl,5,1
x29JYjLU,1,1
1rECkYcp,1,1
z6f3vMdE,2,2
RTqBMSN2,2,1
vSjEp6CI,1,1
EFV4MklL,1,1
LuY9T60d,1,1
P56lSoap,1,1
ckvs3NRz,3,2
46PSFyJ2,2,1
PiqCGJNj,1,1
HPtQMz5b,3,2
xjR9vkU3,4,1
0o8jmnZb,4,2
D8CyNaGQ,2,1
vbfrp1wJ,1,1
AEwWjdxY,1,1
mQCP92KL,1,1
hxLyu2NP,5,1
2SMaTcbN,3,2
e6cXaP8i,1,1
qzS5jAhZ,5,1
XkHiyWBa,4,1
zY4SFJ1q,2,2
XeWc4aCm,2,1
RQUfPhk1,1,1
sMJKW1V6,7,1
qLeW0jFB,1,1
X4VmqNwb,5,1
vaue83HC,5,1
pBlyjnV1,2,2
2IQDWwTd,6,1
IGFu4EA9,1,1
HjtzB4QI,7,1
lzO5I1gM,7,1
Y0DmU9EP,1,1
LCIxtEz0,3,2
Tei3bUaw,1,1
XFGcj2NH,7,1
Atbo75F3,1,1
Na1oP4zp,1,1
oiUA0HKu,1,1
L8BvqigU,3,2
r2BRNAyb,2,2
qp2RDzLv,7,1
oCpr0IKN,7,1
igzRMF8a,1,1
WK0Sg9HU,3,2
byH0Fz1Q,5,2
RSKwsEUT,1,1
XwvZIMxO,5,1
EGCX0iJ7,4,2
7VmHaXoO,2,1
1WGjEfcZ,5,1
1Z4TcO9y,2,1
giY1o8yx,2,2
U6OimVfh,1,1
ojxUenyE,5,1
TPQuAW8j,2,2
YwtlXmbc,5,2
x3Zsr87y,2,1
RYSwbpfy,4,1
75yJioUg,5,1
fFaY5nCZ,5,1
jX0YKVxm,1,1
bUACoIWi,3,2
9iGRsh3Z,7,1
ecqLUgRu,2,1
Bav2Kfh3,4,2
3qfTBzE0,7,1
90BXCc5m,7,1
kmvlnVYp,1,1
AVrKIab1,1,1
JHuve9jz,7,1
Dw1bK4Ll,4,2
LbJfrM3B,3,2
DijdamEq,5,1
8kp6y0u2,4,2
JxEX9rVe,7,1
uKcmU6dD,1,1
LR7It1nK,4,2
I4VZfmWC,4,1
PQ05x9F8,7,2
X1cqV7Cf,1,1
8nJLVgXe,2,1
H9wIQUfx,7,1
2UF8MmEN,1,1
4uegO9TE,6,1
jVCvJd3z,1,1
x4tWDGol,2,1
BSAr2sQG,2,1
ZFAmCpwQ,2,1
r5LwOUVe,4,2
arZ5MBD6,2,1
0joAnCR1,7,1
fx1hDGlF,1,1
6VTGJDmX,1,1
ikFSARDZ,7,1
mLbQEVSO,5,1
nGFKyE0Q,1,1
2IpHvluO,1,1
hs1rd8MS,1,1
emI8sad4,1,1
ipY3A6aw,1,1
dqaUyIK5,7,1
lCJbN0ja,2,2
Z5UYryS3,2,2
1F7JkzWc,4,2
NU5xfojm,4,2
BvW91Yja,4,2
KPymfWAL,1,1
g1D06MOi,1,1
rc0wv9oe,6,1
zvEQYtqx,1,1
HYFKA7iD,3,2
6XMw0R9c,1,1
EvC3Awt9,2,1
9v6PpKuF,7,1
2lxIUb6Q,7,1
PIoUcKbR,3,2
aLQmdypf,5,2
o3i2s6Xd,4,2
lpVKQnRf,4,2
aehGHKrX,4,2
ZP2kFDJL,5,1
rFejVsdP,7,2
yFIOZWXD,7,1
tJRH42vq,1,1
jcwpft7Q,1,1
KwlZzIDu,5,1
91DSBYtk,6,1
dqbasiDS,4,2
zJQGfsrt,1,1
H4l3O6pi,7,1
S3AL7Pg5,4,2
MIABs2UL,1,1
ilaLHtVr,1,1
eGiD2AV8,5,1
2NdkfWJB,1,1
8WHK01aM,2,1
VysWA4J3,1,1
K4ug6TLS,7,1
bNVdXSvH,4,2
CzrumhFy,5,1
BxRA0bnG,5,1
GtT9abRF,3,2
FuYsxdT3,7,1
Mb49wXyG,1,1
NPEqK9fm,5,1
XGQJ0f3O,1,1
7qt1hp0R,1,1
5PIXfV6k,2,1
SFOhK8Lu,1,1
tGPVncL1,2,1
rWb8Uw4j,4,2
W9hLPOuI,6,1
TemPLOwy,4,2
3cQpSaKO,7,1
4jD6PIac,4,1
2YskfKoC,4,2
ZJdGF85s,1,1
kblXZ9KR,4,2
ACVSvug0,6,1
dGeQULWl,5,1
v9Y3mZel,7,1
uLweb7PU,4,2
O0cItWnm,1,1
PB4QiSVD,2,1
dnsA4LUZ,7,1
qL8PaBrO,2,1
Ggu59bot,1,1
GzcdhTFE,6,1
re53B9lF,6,1
fm3rS6Fs,3,2
fCeTbrti,5,1
dW5hPU8O,5,2
OAiJ96BN,2,1
SfhybRTq,1,1
4ifrtjCE,3,2
1TuLRKVl,1,1
VpKvuJU3,3,2
w6LuBK3m,7,1
iw1ryUZY,2,2
m7ugPve9,4,2
YJ4dDSFc,7,1
8sHEz0oA,1,1
7E5BgCnF,7,1
ZaPbrKS4,5,1
VrbAad0Z,3,2
n2lJzLTy,3,2
JB0Zz7dW,1,1
eq9Sgv4f,4,2
r9c7bZHE,4,2
pQaW3quw,1,1
2BdpoZTS,1,1
ngPyv461,7,1
kI7PTWX9,5,1
RYeLBxQ2,4,1
Wul4R2kx,1,1
zh9Ifmr7,6,1
V14kYXN2,7,1
76urtDAP,1,1
E4RHD3Ic,4,2
BPC5hord,1,1
i6uJrVjp,3,2
nB3I7lhL,4,2
d2zcfEQv,5,1
QfZcw8Nh,1,1
Rdq0l7hN,4,2
VXFji9dy,2,1
6Lte2DqR,1,1
1IwPk57A,4,1
SDZEAXYF,4,2
18BYDaoW,1,1
pN5owYyj,7,1
f4XsGymK,5,1
HQRvEkCh,2,1
3ljwtLi7,7,1
OBhcdNbY,7,1
ljDWMBtS,7,1
652wteU9,6,1
uMRIpdVH,4,1
gybH9EfC,5,1
SfcDFqdY,3,2
T7xW6tVX,3,2
u74gQJof,1,1
hK2RWPbG,1,1
9Wj5aHO0,1,1
m7qOBRro,1,1
9eR81jvt,7,2
ksBlAXev,5,2
eJdb0joP,1,1
u1fINmRL,4,2
CJMXb9vW,7,1
G6pKCsUk,1,1
qPd8zTyk,4,1
GZukHM8x,5,1
9LpOfnHC,7,2
aoT5fZUF,7,1
4xds1GTQ,4,1
W8CFEA3V,3,2
6lvVogw3,1,1
zPUgeQhE,4,2
NpI7snqE,4,1
FHS27WJ0,5,1
7VF2Cjfp,4,1
2Nb1KeWP,1,1
UynD54JA,7,2
87xlJXC6,7,1
fmkqFguI,3,2
5LI9bZoc,1,1
QK3hHClS,2,2
2146juIf,2,2
BKUlmFC1,1,1
brIo0B8m,1,1
oM60f7Ai,5,1
esIq5PFT,2,1
HuXBy04s,5,1
vY7tMrxn,7,1
leEDCY2M,2,1
mfI9A5Xb,4,2
lRN70YaA,7,1
5QsOH6MR,5,2
z1HgDcmX,7,1
6cdNI5xb,4,2
p43HFeBr,3,2
olZ9RtDs,5,1
tk405jBL,5,1
l0osAvw7,4,2
WmwrZaPv,7,1
CcgWupw0,6,1
WEAlDQ7a,5,2
pJuQsUy4,4,1
wVPCFYvr,4,2
diCsa1Eg,1,1
VjDfwsuH,1,1
fEYo9ied,5,1
YFRcJVZE,7,1
rUkdgySt,1,1
wSs4fxbg,4,2
HQgUxaWI,4,1
SwOdyA8C,2,1
ENran4DM,5,1
qChSsX2o,5,1
HSEeByJI,4,2
q3fotXe1,4,2
fMhI1n0w,1,1
imeH6R50,1,1
kiqZuwfz,4,1
WywmiLUn,1,1
9B6NtX1q,5,1
sDWSwzmN,5,1
28VcCdmZ,7,1
UudY013f,4,2
PiBQkbvm,1,1
JAGrlTiU,1,1
kmVHSaq6,2,1
GxueslWr,2,1
fa03F6JB,7,1
afQHUX2x,4,2
5nc2ERui,1,1
EXCOP3As,4,2
6pSz2qFG,7,1
HJ9ZkXId,4,1
9G6uXO2c,1,1
IEfaFXbv,5,1
MQArlfeI,5,1
mNrK1MuR,7,1
sM9xdqwZ,3,2
k7aTFl8c,1,1
53ciw9a7,4,2
T657jNt0,2,1
ALrdp6Oh,1,1
gF0bqwJS,1,1
zpdfx281,1,1
f6d3sXwO,3,2
0EmFDJv3,1,1
MyPDEtOz,1,1
LyBxNjM2,1,1
ur3QVHA9,1,1
GsEYWwgq,2,1
JKRBuDNS,7,1
X6O0ZAcr,2,1
V0r7KNW3,4,1
PCRmpEfw,1,1
xmoUlMAY,1,1
IixU75Th,1,1
ntjsU4Oq,2,1
gVJI9xXu,3,2
Rq5UFCaH,7,1
xbJgu1XT,5,1
6yiBlQuW,4,2
K6OGDZg5,2,1
HU52yjhk,6,1
UmQISgAr,1,1
9mOQ02UR,4,2
JkgxVHuX,2,2
KkpaTRcw,5,1
C9klrOeE,5,1
PRN3mKuT,1,1
HNyp4CWQ,1,1
zcyjSBkX,1,1
7iQNXSUr,3,2
B4JcZbgQ,1,1
bYz6fdue,5,1
GxSDVEWQ,4,2
Jj3XRaYe,7,2
9u5TkWsI,5,1
IU3OBHfF,2,2
Zv4snG7z,4,2
EJ1TXPaV,5,1
ueEiwrOo,3,2
yIYi9aEO,5,1
bHrDPKea,1,1
Rp6efaoF,2,1
nNauxdw3,2,1
2Me3XYTB,7,1
K7xCDOGk,7,1
0CEyn1vf,5,2
JXBvRmnW,5,1
0ZVuHrz5,7,1
QkiOhXmr,7,1
pi43Ixdk,4,1
qd3OW4Yx,4,1
8DdS4EZk,4,2
jzaelHxw,7,1
YVRJGcUn,6,1
CfMULWhA,7,1
lKBAgT4m,1,1
jGANLqOz,7,1
Uo7nDdcJ,2,1
21UVQkNM,2,1
5V9mIZHE,3,2
nq4FmEYW,1,1
3CbjkIXd,1,1
BKX6IheM,5,1
u93Lc426,1,1
ubBwG0SX,7,1
LvZdliSg,7,1
yJd9whDs,5,2
p14H5yqY,2,1
eqViUMOl,1,1
GPuX0ZLp,1,1
siQMqypR,1,1
GLV4OiUR,7,1
fXj4DbLr,1,1
whiEdLbn,7,1
t48sjCM7,6,1
fCwOop5r,3,2
uHfTygVB,5,1
cSUiqN5I,3,2
qNFhLR9T,2,2
mL0u7whc,3,2
Vo95HUYR,7,1
GPriQIcU,4,2
98dJEmhp,1,1
lJIXxjmv,5,1
wS76uzP9,6,1
1DIsaVUJ,5,1
JF6n7UPs,1,1
1FfbrMoQ,5,1
gjRIN30X,7,1
G8NMe6Dg,2,1
I1G8ZSLn,5,2
7iGnMQtJ,2,2
MgZK51pO,6,1
OQVRZxgL,4,2
UA92o4yF,1,1
Dluzr0hw,1,1
d0oTefMH,1,1
PXG4eVtk,7,1
XOHIJxRQ,4,1
3ZJpV5Nq,1,1
3Uk4Vx09,1,1
Opfs3qPz,3,2
ELQb0jDM,7,1
xuf2v4cp,4,1
JLGURasC,1,1
ysjuta1V,7,1
QBv9TzYO,7,1
LXGVQbPC,2,1
RIkHP2gv,4,2
jCnSNxtQ,6,1
YxdbfWzm,7,2
Jzya12sn,7,1
wUaR3G6r,1,1
wieCHYkS,1,1
RKjC9Q7l,1,1
DcOiB28M,1,1
3CeAqDMO,3,2
QE7NxnTU,7,1
Tp7BmnZb,2,1
yIbBeSrM,4,2
nzy6RaMr,1,1
1XPYVhLs,1,1
g9dpqHOf,7,1
YVOdpLI1,4,1
7QfrOav5,7,1
4tQw8ipR,7,1
6QJE8oGp,1,1
WzvAhup4,4,2
EFKMRwVH,1,1
O7Nfgrhb,7,1
wnxuOVH6,1,1
UomXOWLr,6,1
ve2hlKGo,7,1
MsdvkRyU,3,2
HYhRkvs7,1,1
Qsxftk6J,1,1
IUSQeRHd,7,2
xI5rRFCV,1,1
u3YhZlFv,4,1
sMYwGCnQ,2,2
ctWxvCmX,1,1
nLKsV4O8,7,2
k1bEcnTe,2,2
KuSXWwUD,7,1
NTArQt8k,5,1
gqQ3xdz9,7,1
F2fNlmCB,1,1
ea69dZPS,4,1
wmUfPdkz,1,1
YQngIWeB,1,1
vLGypUzf,1,1
jJD9pSgn,7,1
MyPrlDhf,1,1
jtR8QDaK,1,1
5HW0iVqm,3,2
YiZRDIAS,1,1
woL3jJSf,7,1
verHyju9,4,2
ztoaVZe2,7,1
0SoqhMxI,4,2
D7MfgC5A,1,1
U0kZgLEW,2,2
JzMtlxFH,4,2
rqYe4SKC,4,1
iK1urXkH,1,1
FapV3IR5,1,1
85EwQnyv,1,1
gFzntcNa,1,1
NmOI4MlG,3,2
9DFlnqcg,3,2
MNgonKxa,7,2
NoVjzsf8,2,1
GVAg1wN9,4,2
YPO1TW7x,6,1
6NXtrCJi,4,1
oACkNrXw,1,1
DSgne4VR,2,1
CcjtAHEs,4,2
0bUD36Je,4,2
P3XFsqoB,5,1
yszqEZ64,1,1
avQJTksI,5,1
rsgmA7Wy,1,1
3mAXcf8n,1,1
SiIvoTdh,7,2
Wsl9uhXn,7,1
Wq2sIEgO,2,2
Y9ExnXOd,7,1
4voJ1GUK,1,1
rGO5iVUo,1,1
84zgcAeJ,1,1
Rq4JeFbz,1,1
h63FTkeU,5,1
G0Zc7Dmk,7,1
9KWpI7kz,3,2
sXa4PKlC,4,2
TR9rzftV,2,1
7fsYa091,2,1
FH5NipSo,2,1
8kanAhbN,1,1
RjsKUhJz,1,1
MAeWkStT,2,1
nDqi3tlx,1,1
yWkw4tTo,6,1
PkbvfOa7,7,1
HPL7KGTh,7,1
kB7R8DHc,7,1
tuDIkg9F,4,2
hGumfPMz,2,1
S8j4hryV,1,1
PNTQrhJs,4,2
rZzEmYoc,1,1
cnYjpOi6,4,1
a0tbLBlv,7,1
1Zt5GjVf,2,2
c2sytxWL,7,1
HcTQEa9j,7,1
1NvSZ4hK,6,1
g5GXdtEJ,4,1
loChOzDa,1,1
yXq7uHKQ,4,1
oDtLiBk9,4,2
H1FvfZD5,7,1
QMv9KRTt,1,1
nCJrkax1,7,1
2rLmdlcn,7,1
fLgmyuYj,3,2
zNDkHOsm,1,1
V7zbelF2,2,1
gvYAh7tx,4,1
c7e8buqp,1,1
Wd71MgyE,7,1
VF7ujsBl,4,2
SmD9uWoU,3,2
Ud5mYbZX,1,1
iUot1CRp,7,1
C5Yhnf8m,4,2
RYNHa79x,2,1
x5cTvA6h,1,1
GIMJQHcO,7,1
6xEwlPTo,1,1
WhzpUCVa,1,1
l5xFaTDk,4,1
qwPT6c81,4,1
8CAIREzn,2,2
pZdls6ES,7,1
cQ4Bs6X8,7,1
BmPkt67O,7,1
xAif6m5z,7,1
nOxjPQJu,1,1
5VNQEzia,1,1
k9U0bql3,1,1
JIvgnaEU,4,2
K9fyF8C2,1,1
kndsJ5za,5,1
94X7Eun8,5,1
eXpdR5lU,4,2
wRrYsvx3,2,1
qvbWm1rE,1,1
81dM4Cr0,4,1
iHB9pdvh,1,1
7EdPJey4,7,2
Mf1JyVwQ,2,1
gyePwx5A,4,1
x6QqrmWa,2,1
K6jB0TVZ,3,2
FLQsxItP,1,1
LPgSnZbH,2,2
HQJL7F4b,1,1
Tohsf3re,2,2
YwSlNb5f,2,1
E6O3AnoD,2,1
V7nIlWtf,4,1
PN16cKat,1,1
XKI8hqv6,7,1
vMPz4TD8,1,1
TsyBopPt,1,1
XuitbKg6,2,1
8zesVHIJ,1,1
1iL9Isnp,7,1
sytu1LKz,7,1
SeYKLwVD,4,2
3sgGAYdP,5,1
LnCdkM4w,2,1
oXqr5ukU,3,2
WSUkVAYt,7,1
sPqzHhQO,4,2
rPVIgCAS,1,1
f3zj4qIc,1,1
ofeD56nu,2,1
4aqJHPd2,4,1
du4UHmh2,7,1
cyC3zJha,6,1
UNnr8QFh,4,2
sTUXuSLM,2,1
8G2t0FRb,1,1
SsN0EOph,1,1
mWF5shNG,4,1
NkQ0L4UJ,1,1
